cache_key,status,title,author,isbn,matched_title,matched_author,confidence,source
tkkg junior band 004 der rote retter|benjamin tannenberg,checked,TKKG Junior - Band 004 - Der rote Retter,"Tannenberg, Benjamin",,,,,not_found
der 13 stuhl|dave shelton,checked,Der 13. Stuhl,"Shelton, Dave",,,,,not_found
gefahrliche freundinnen|cat clarke,checked,Gefährliche Freundinnen,"Clarke, Cat",,,,,not_found
sprichst du schokolade|cas lester,checked,Sprichst du Schokolade?,"Lester, Cas",,,,,not_found
jetzt ist alles was wir haben|amy giles,found,"Jetzt ist alles, was wir haben","Giles, Amy",9783641197209,"Jetzt ist alles, was wir haben Amy Giles","Giles, Amy",0.8897,dnb
bernsteinstaub|mechthild glaser,checked,Bernsteinstaub,"Gläser, Mechthild",,,,,not_found
schattenmond bd 1|nora roberts,checked,Schattenmond Bd 1,"Roberts, Nora",,,,,not_found
beruhre mich nicht|laura kneidl,checked,Berühre mich. Nicht.,"Kneidl, Laura",,,,,not_found
die ewigen toten|simon beckett,checked,Die ewigen Toten,"Beckett, Simon",,,,,not_found
nachte in denen sturm aufzieht|jojo moyes,found,"Nächte, in denen Sturm aufzieht","Moyes, Jojo",9783644406445,"Nächte, in denen Sturm aufzieht Jojo Moyes","Moyes, Jojo",0.8838,dnb
sadie|courtney summers,checked,Sadie,"Summers, Courtney",,,,,not_found
der pascha aus urnasch|abdullah dur,found,Der Pascha aus Urnäsch,"Dur, Abdullah",9783858302588,Der Pascha aus Urnäsch Abdullah Dur,"Dur, Abdullah",0.8289,dnb
das reich der sieben hofe band 4 frost und|sarah j maas,checked,Das Reich der sieben Höfe - Band 4 - Frost und,"Maas, Sarah J.",,,,,not_found
izara band 003 sturmluft|julia dippel,checked,IZARA - Band 003 - Sturmluft,"Dippel, Julia",,,,,not_found
izara band 002 stille wasser|julia dippel,checked,IZARA - Band 002 - Stille Wasser,"Dippel, Julia",,,,,not_found
izara band 001 das ewige feuer|julia dippel,checked,IZARA - Band 001 - Das ewige Feuer,"Dippel, Julia",,,,,not_found
beautiful liars band 002 gefahrliche sehnsucht|katharine mcgee,checked,Beautiful Liars - Band 002 - Gefährliche Sehnsucht,"McGee, Katharine",,,,,not_found
beautiful liars band 003 geliebte feindin|katharine mcgee,checked,Beautiful Liars - Band 003 - Geliebte Feindin,"McGee, Katharine",,,,,not_found
beautiful liars band 001 verbotene gefuhle|katharine mcgee,checked,Beautiful Liars - Band 001 - Verbotene Gefühle,"McGee, Katharine",,,,,not_found
lass mich nicht los|sarah alderson,checked,Lass mich nicht los,"Alderson, Sarah",,,,,not_found
die nacht der wale|christopher ross,checked,Die Nacht der Wale,"Ross, Christopher",,,,,not_found
das drachentor|jenny mai nuyen,checked,Das Drachentor,"Nuyen, Jenny-Mai",,,,,not_found
broken beautiful hearts|kami garcia,checked,Broken Beautiful Hearts,"Garcia, Kami",,,,,not_found
todesurteil band 2|andreas gruber,checked,Todesurteil - Band 2,"Gruber, Andreas",,,,,not_found
wei e fracht lost in fuseta|gil ribeiro,checked,Weiße Fracht - lost in Fuseta,"Ribeiro, Gil",,,,,not_found
der honigbus|meredith may,checked,Der Honigbus,"May, Meredith",,,,,not_found
graue nachte|arnaldur indriason,checked,Graue Nächte,Arnaldur Indriason,,,,,not_found
die spur des geldes|peter beck,checked,Die Spur des Geldes,"Beck, Peter",,,,,not_found
einer wird sterben|wiebke lorenz,checked,Einer wird sterben,"Lorenz, Wiebke",,,,,not_found
der wal und das ende der welt|j w ironmonger,checked,Der Wal und das Ende der Welt,"Ironmonger, J. W.",,,,,not_found
zara und zoe rache in marseille|alexander oetker,checked,Zara und Zoë - Rache in Marseille,"Oetker, Alexander",,,,,not_found
zwischen dir und mir das meer|katharina herzog,found,Zwischen dir und mir das Meer,"Herzog, Katharina",9783644403529,Zwischen dir und mir das Meer Katharina Herzog,"Herzog, Katharina",0.8300,dnb
das verschwinden der stephanie mailer|joel dicker,found,Das Verschwinden der Stephanie Mailer,"Dicker, Joël",9783844919806,Das Verschwinden der Stephanie Mailer Joël Dicker,"Dicker, Joël",0.8953,dnb
die fotografin band 2 die zeit der entscheidung|petra durst benning,checked,Die Fotografin - Band 2 - Die Zeit der Entscheidung,"Durst-Benning, Petra",,,,,not_found
traum des lebens|jeffrey archer,checked,Traum des Lebens,"Archer, Jeffrey",,,,,not_found
goldschatz|ingrid noll,checked,Goldschatz,"Noll, Ingrid",,,,,not_found
das porzellanmadchen|max bentow,checked,Das Porzellanmädchen,"Bentow, Max",,,,,not_found
die fotografin band 1 am anfang des weges|petra durst benning,checked,Die Fotografin - Band 1 - Am Anfang des Weges,"Durst-Benning, Petra",,,,,not_found
bluthaus band 2|romy folck,checked,Bluthaus - Band 2,"Fölck, Romy",,,,,not_found
mythos academy 2 frostfluch|jennifer estep,checked,"Mythos Academy 2, Frostfluch","Estep, Jennifer",,,,,not_found
mythos academy 3 frostherz|jennifer estep,checked,"Mythos Academy 3, Frostherz","Estep, Jennifer",,,,,not_found
spirit animals band 010 der sturm naht|varian johnson,checked,Spirit Animals - Band 010 - Der Sturm naht,"Johnson, Varian",,,,,not_found
tom gates band 015 welches monster|liz pichon,checked,Tom Gates - Band 015 - Welches Monster?,"Pichon, Liz",,,,,not_found
mein lotta leben band 15 wer den wal hat|alice pantermuller,checked,Mein Lotta-Leben - Band 15 - Wer den Wal hat,"Pantermüller, Alice",,,,,not_found
penny pepper band 007 diebesjagd in london|ulrike rylance,checked,Penny Pepper - Band 007 - Diebesjagd in London,"Rylance, Ulrike",,,,,not_found
die geheime drachenschule band 002 der drache|emily skye,checked,Die geheime Drachenschule - Band 002 - Der Drache,"Skye, Emily",,,,,not_found
die drei band 205 das ratselhafte erbe|marco sonnleitner,checked,Die drei ??? - Band 205 - Das rätselhafte Erbe,"Sonnleitner, Marco",,,,,not_found
elena band 007 in letzter sekunde|nele neuhaus,checked,Elena – Band 007 - In letzter Sekunde,"Neuhaus, Nele",,,,,not_found
die drei band 077 achtung gaunerzeichen|maja von vogel,checked,"Die drei !!! - Band 077 - Achtung, Gaunerzeichen!","von Vogel, Maja",,,,,not_found
die drei band 078 das bienengeheimnis|kirsten vogel,checked,Die drei !!! - Band 078 - Das Bienengeheimnis,"Vogel, Kirsten",,,,,not_found
die drei band 076 falscher ruhm|ann katrin heger,checked,Die drei !!! - Band 076 - Falscher Ruhm,"Heger, Ann-Katrin",,,,,not_found
spirit animals band 009 die erde bebt|victoria schwab,checked,Spirit Animals - Band 009 - Die Erde bebt,"Schwab, Victoria",,,,,not_found
ocean city band 002 im versteck des rebellen|r t acron,checked,Ocean City - Band 002 - Im Versteck des Rebellen,"Acron, R. T.",,,,,not_found
traumspringer|alex ruhle,checked,Traumspringer,"Rühle, Alex",,,,,not_found
ruperts tagebuch band 001 zu nett fur diese welt|jeff kinney,checked,Ruperts Tagebuch - Band 001 - Zu nett für diese Welt!,"Kinney, Jeff",,,,,not_found
drachenabenteuer fur erstleser|inge meyer dietrich,checked,Drachenabenteuer für Erstleser,"Meyer-Dietrich, Inge",,,,,not_found
ponyhof apfelblute band 013 ein eigenes pony fur|pippa young,checked,Ponyhof Apfelblüte - Band 013 - Ein eigenes Pony für,"Young, Pippa",,,,,not_found
tkkg junior band 006 zwischen gauklern und|benjamin tannenberg,checked,TKKG Junior - Band 006 - Zwischen Gauklern und,"Tannenberg, Benjamin",,,,,not_found
die drei kids band 78 schrottplatz in gefahr|ulf blanck,checked,Die drei ??? Kids - Band 78 - Schrottplatz in Gefahr,"Blanck, Ulf",,,,,not_found
das magische baumhaus band 054 das gro e spiel|mary pope osborne,checked,Das magische Baumhaus - Band 054 - Das große Spiel,"Osborne, Mary Pope",,,,,not_found
beast quest band 054 torpix biss des verderbens|adam blade,checked,Beast Quest - Band 054 - Torpix Biss des Verderbens,"Blade, Adam",,,,,not_found
beast quest band 044 striatos plage der prarie|adam blade,checked,Beast Quest - Band 044 - Striatos Plage der Prärie,"Blade, Adam",,,,,not_found
eddy stone und der pirat in der badewanne|simon cherry,found,Eddy Stone und der Pirat in der Badewanne,"Cherry, Simon",9783732529360,Eddy Stone und der Pirat in der Badewanne Band 1 Simon Cherry,"Vogler, Mareijke",0.8529,dnb
beast quest band 053 ketos monster der tiefe|adam blade,checked,Beast Quest - Band 053 - Ketos Monster der Tiefe,"Blade, Adam",,,,,not_found
ponyhof apfelblute band 012 lotte und die|pippa young,checked,Ponyhof Apfelblüte - Band 012 - Lotte und die,"Young, Pippa",,,,,not_found
die drei kids sonderband der monster schreck|boris pfeiffer,checked,Die drei ??? Kids - Sonderband - Der Monster-Schreck,"Pfeiffer, Boris",,,,,not_found
ein fall fur kwiatkowski band 026 sherlocks pfeife|jurgen banscherus,checked,Ein Fall für Kwiatkowski - Band 026 - Sherlocks Pfeife,"Banscherus, Jürgen",,,,,not_found
die drei kids sonderband der adventskalender|ulf blanck,checked,Die drei ??? Kids - Sonderband - Der Adventskalender,"Blanck, Ulf",,,,,not_found
sternenschweif band 060 zauberfohlen|linda chapman,checked,Sternenschweif - Band 060 - Zauberfohlen,"Chapman, Linda",,,,,not_found
sternenschweif band 061 funkelnde sternennacht|linda chapman,checked,Sternenschweif - Band 061 - Funkelnde Sternennacht,"Chapman, Linda",,,,,not_found
sternenschweif zirkusfreunde|linda chapman,checked,Sternenschweif - Zirkusfreunde,"Chapman, Linda",,,,,not_found
beast quest band 043 serpentix rei zahn des meeres|adam blade,checked,Beast Quest - Band 043 - Serpentix Reißzahn des Meeres,"Blade, Adam",,,,,not_found
globi band 089 abenteuer in rom|jurg lendenmann,checked,Globi - Band 089 - Abenteuer in Rom,"Lendenmann, Jürg",,,,,not_found
superpony murphy|jesse schwarz,checked,Superpony Murphy,"Schwarz, Jesse",,,,,not_found
tkkg junior band 005 papageien in not|kirsten vogel,checked,TKKG Junior - Band 005 - Papageien in Not,"Vogel, Kirsten",,,,,not_found
die olchis im land der riesenkraken|erhard dietl,checked,Die Olchis - im Land der Riesenkraken,"Dietl, Erhard",,,,,not_found
der geisterkickboarder band 005 kampft weiter|stefan baiker,checked,Der Geisterkickboarder - Band 005 - kämpft weiter,"Baiker, Stefan",,,,,not_found
der geisterkickboarder band 004 unter verdacht|stefan baiker,checked,Der Geisterkickboarder - Band 004 - unter Verdacht,"Baiker, Stefan",,,,,not_found
setzt die segel piraten|michaela hanauer,checked,"Setzt die Segel, Piraten!","Hanauer, Michaela",,,,,not_found
der kleine drache kokosnuss kommt in die schule|ingo siegner,checked,Der kleine Drache Kokosnuss kommt in die Schule,"Siegner, Ingo",,,,,not_found
rodrigo raubein und knirps sein knappe|michael ende,found,"Rodrigo Raubein und Knirps, sein Knappe","Ende, Michael",9787556857531,"Rodrigo Raubein und Knirps, sein Knappe, chinesisch Michael Ende","Ende, Michael",0.8200,dnb
dinoschreck um mitternacht|kai aline hula,checked,Dinoschreck um Mitternacht,"Hula, Kai Aline",,,,,not_found
fridolin|franz caspar,checked,Fridolin,"Caspar, Franz",,,,,not_found
lesetiger ritterburggeschichten|thilo,checked,Lesetiger-Ritterburggeschichten,THiLO,,,,,not_found
mirella und das nixengeheimnis|patricia schroder,checked,Mirella und das Nixengeheimnis,"Schröder, Patricia",,,,,not_found
monja mondstein aufregung im hexenhaus|ingrid uebe,checked,Monja Mondstein - Aufregung im Hexenhaus,"Uebe, Ingrid",,,,,not_found
willi vampir in der schule|erhard dietl,found,Willi Vampir in der Schule,"Dietl, Erhard",9783473381357,Willi Vampir in der Schule Erhard Dietl,"Dietl, Erhard",0.8500,dnb
die allerbesten detektivgeschichten|,checked,Die allerbesten Detektivgeschichten,,,,,,not_found
yakari die suche nach kleiner donner|,checked,Yakari die Suche nach kleiner Donner,,,,,,not_found
ein moment fur die ewigkeit|abbi glines,checked,Ein Moment für die Ewigkeit,"Glines, Abbi",,,,,not_found
bergwasser|sabina altermatt,checked,Bergwasser,"Altermatt, Sabina",,,,,not_found
das weihnachtsdorf|petra durst benning,checked,Das Weihnachtsdorf,"Durst-Benning, Petra",,,,,not_found
die blutensammlerin|petra durst benning,checked,Die Blütensammlerin,"Durst-Benning, Petra",,,,,not_found
suche mich nicht|harlan coben,checked,Suche mich nicht,"Coben, Harlan",,,,,not_found
heimelig|blanca imboden,checked,Heimelig,"Imboden, Blanca",,,,,not_found
die junge frau und die nacht|guillaume musso,found,Die junge Frau und die Nacht,"Musso, Guillaume",9783844919820,Die junge Frau und die Nacht Guillaume Musso,"Musso, Guillaume",0.8333,dnb
wei er schlaf|emelie schepp,checked,Weißer Schlaf,"Schepp, Emelie",,,,,not_found
das kleine cottage am meer|debbie macomber,checked,Das kleine Cottage am Meer,"Macomber, Debbie",,,,,not_found
wie ein leuchten in tiefer nacht|jojo moyes,found,Wie ein Leuchten in tiefer Nacht,"Moyes, Jojo",9783499020346,Wie ein Leuchten in tiefer Nacht Jojo Moyes,"Moyes, Jojo",0.8900,dnb
sterbekammer|romy folck,checked,Sterbekammer,"Fölck, Romy",,,,,not_found
bretonisches vermachtnis|jean luc bannalec,checked,Bretonisches Vermächtnis,"Bannalec, Jean-Luc",,,,,not_found
der kubanische kaser|patrick tschan,checked,Der kubanische Käser,"Tschan, Patrick",,,,,not_found
palm beach finland|antti tuomainen,checked,"Palm Beach, Finland","Tuomainen, Antti",,,,,not_found
es wird zeit|ildik von kurthy,checked,Es wird Zeit,"Kürthy, Ildik von",,,,,not_found
das gedachtnis des herzens|jan philipp sendker,checked,Das Gedächtnis des Herzens,"Sendker, Jan-Philipp",,,,,not_found
vernichtung|david lagercrantz,checked,Vernichtung,"Lagercrantz, David",,,,,not_found
gier|marc elsberg,checked,Gier,"Elsberg, Marc",,,,,not_found
der kinderflusterer|alex north,found,Der Kinderflüsterer,"North, Alex",9783837155822,Der Kinderflüsterer Alex North,"North, Alex",0.8316,dnb
der sanger|lukas hartmann,checked,Der Sänger,"Hartmann, Lukas",,,,,not_found
der gesang der flusskrebse|delia owens,checked,Der Gesang der Flusskrebse,"Owens, Delia",,,,,not_found
die letzte witwe|karin slaughter,checked,Die letzte Witwe,"Slaughter, Karin",,,,,not_found
todesmarchen|andreas gruber,checked,Todesmärchen,"Gruber, Andreas",,,,,not_found
offline du wolltest nicht erreichbar sein jetzt sitzt du in|arno strobel,checked,Offline - Du wolltest nicht erreichbar sein. Jetzt sitzt du in,"Strobel, Arno",,,,,not_found
r i p|yrsa sigurdardttir,checked,R.I.P.,"Sigurdardttir, Yrsa",,,,,not_found
messer|jo nesb,checked,Messer,"Nesbø, Jo",,,,,not_found
sehnsucht nach skye|tamara mackinley,checked,Sehnsucht nach Skye,"MacKinley, Tamara",,,,,not_found
northern lights band 002 die wolfe aus dem nebel|christopher ross,checked,Northern Lights - Band 002 - Die Wölfe aus dem Nebel,"Ross, Christopher",,,,,not_found
kiss the bodyguard band 01 kiss me once|stella tack,checked,Kiss the Bodyguard - Band 01 - Kiss me once,"Tack, Stella",,,,,not_found
das labyrinth des fauns|cornelia funke,checked,Das Labyrinth des Fauns,"Funke, Cornelia",,,,,not_found
ocean city band 003 stunde der wahrheit|r t acron,checked,Ocean City - Band 003 - Stunde der Wahrheit,"Acron, R. T.",,,,,not_found
die drei sonderband und der dunkle taipan|hendrik buchna,checked,Die drei ??? - Sonderband - und der dunkle Taipan,"Buchna, Hendrik",,,,,not_found
die drei band 206 die falschen detektive|ben nevis,checked,Die drei ??? - Band 206 - die falschen Detektive,"Nevis, Ben",,,,,not_found
die drei band 205 und der mottenmann|christoph dittert,checked,Die drei ??? - Band 205 - und der Mottenmann,"Dittert, Christoph",,,,,not_found
die drei band 081 geheimnis im spukhotel|maja von vogel,checked,Die drei !!! - Band 081 - Geheimnis im Spukhotel,"Vogel, Maja von",,,,,not_found
die drei band 080 ein echt schoner fall|kari erlhoff,checked,Die drei !!! - Band 080 - Ein echt schöner Fall,"Erlhoff, Kari",,,,,not_found
tom gates band 014 voll auf den keks|liz pichon,checked,Tom Gates - Band 014 - Voll auf den Keks,"Pichon, Liz",,,,,not_found
pferdeflusterer academy band 03 eine gefahrliche|gina mayer,checked,Pferdeflüsterer Academy - Band 03 - Eine gefährliche,"Mayer, Gina",,,,,not_found
wilde horde band 002 pferdeflustern|katrin tempel,checked,Wilde Horde - Band 002 - Pferdeflüstern,"Tempel, Katrin",,,,,not_found
ophelia scale der himmel wird beben|lena kiefer,found,Ophelia Scale - Der Himmel wird beben,"Kiefer, Lena",9783570165430,Ophelia Scale - der Himmel wird beben Lena Kiefer,"Kiefer, Lena",0.8902,dnb
gebieter der elemente glaserner sturm|p c cast,checked,"Gebieter der Elemente, Gläserner Sturm","Cast, P.C.",,,,,not_found
good night stories for rebel girls 2|elena favilli,checked,Good Night Stories for Rebel Girls 2,"Favilli, Elena",,,,,not_found
river boy|bowler tim,checked,River Boy,Bowler Tim,,,,,not_found
under the skin|cathrine macphail,checked,Under the Skin,"MacPhail, Cathrine",,,,,not_found
rise up|konnie huq,checked,Rise up,"Huq, Konnie",,,,,not_found
die drei bucherhelden diebe im gemusebeet|jule ambach,checked,Die drei !!! - Bücherhelden - Diebe im Gemüsebeet,"Ambach, Jule",,,,,not_found
die drei kids band 004 achtung dinos|ulf blanck,checked,"Die drei ??? Kids - Band 004 - Achtung, Dinos!","Blanck, Ulf",,,,,not_found
gefahrlicher nebel|ulf blanck,checked,Gefährlicher Nebel,"Blanck, Ulf",,,,,not_found
turbo rennen|boris pfeiffer,checked,Turbo-Rennen,"Pfeiffer, Boris",,,,,not_found
tkkg junior band 008 die dino diebe|benjamin tannenberg,checked,TKKG Junior - Band 008 - Die Dino-Diebe,"Tannenberg, Benjamin",,,,,not_found
tkkg junior band 007 nachts im gruselpark|kirsten vogel,checked,TKKG Junior - Band 007 - Nachts im Gruselpark,"Vogel, Kirsten",,,,,not_found
der geisterkickboarder band 008 in der falle|stefan baiker,checked,Der Geisterkickboarder - Band 008 - in der Falle,"Baiker, Stefan",,,,,not_found
der geisterkickboarder band 007 auf mission|stefan baiker,checked,Der Geisterkickboarder - Band 007 - auf Mission,"Baiker, Stefan",,,,,not_found
der geister kickboarder band 003 erhalt hilfe|stefan baiker,checked,Der Geister-Kickboarder... - Band 003 - erhält Hilfe,"Baiker, Stefan",,,,,not_found
